trustChurch_postTreat,responsiveness_postTreat,memberDuration,Concordant,attendanceBin,Country,futureVolunteer_postTreat,futureAttendance_postTreat,petitionInterest_postTreat,shouldAdvocate,rank_Conflict_position,age,gender,rank_SocioPolitic_position,rank_HumanRight_position,policyPref_econOverEnviron_position,policyPref_redistribute_position,policyPref_humanRights_position,policyPref_schoolPrayer_position,policyPref_military_position,responsiveness_preTreat,validityCheck,textViewed
8,6,16 years or more,0,Monthly,Mexico,6,9,10,10,3,55-75,Female,1,4,8,6,10,5,5,10,"EL PAPA INGTERVIENE EN UN ACUERDO DE PAZ EN COLOMBIA,EL PAPA DECIDE UN ACERCAMIENTO ENTRE LAS RELIGIONES EL PAPA MANIFIESTA SU PREOCUPACION POR EL ABS","El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
7,5,16 years or more,1,Monthly,Mexico,5,5,3,7,1,25-34,Female,2,4,5,5,7,1,3,7,Defender los Derechos Humanos de todas las personas en todo lugar,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
9,9,16 years or more,0,Weekly,Mexico,6,10,6,10,1,35-44,Male,2,4,2,6,9,2,3,10,"para formar personas sanas es necesario tener una infancia alegre, debemos ayudar a todos los seres umanos sin importar de donde vengan","'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
8,7,16 years or more,0,Weekly,Mexico,8,7,9,10,3,55-75,Male,1,4,8,9,10,9,6,10,"redistribución de la riqueza, más tolerancia","El Papa dice que la economía debe luchar contra la 'cultura desechable'.
                     'Generar nuevos modelos de progreso económico', el Papa inste a los líderes empresariales. 
                     'La economía de exclusión, la desigualdad provocó el crecimiento de la pobreza', dice el Papa"
7,7,16 years or more,0,Monthly,Mexico,7,9,10,10,2,45-54,Male,1,4,1,10,10,1,10,10,Todas las personas tenemos derecho a los servicios medicos y la sana diversion cone el fin de ser saludables,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
3,3,16 years or more,1,Monthly,Mexico,5,8,10,10,3,55-75,Female,1,4,6,7,10,1,5,10,"Derechos humanos, libertad religiosa ","La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
7,8,16 years or more,0,Weekly,Mexico,10,8,8,5,1,35-44,Male,4,2,7,6,9,8,3,10,el papa quiere que ores,"El Papa cumple 80 años en Roma, se dirige a los Cardenales en la misa.
                     Si estás tentado a murmurar, 'muerde tu lengua', dice el Papa.
                     'Ama a Dios ahora, porque es posible que no tengas mañana', dice el Papa"
6,10,11 to 15 years,0,Monthly,Mexico,10,10,5,5,1,45-54,Female,2,4,5,10,7,4,5,9,las empresas deben generar mas empleos,"El Papa dice que la economía debe luchar contra la 'cultura desechable'.
                     'Generar nuevos modelos de progreso económico', el Papa inste a los líderes empresariales. 
                     'La economía de exclusión, la desigualdad provocó el crecimiento de la pobreza', dice el Papa"
8,10,16 years or more,0,Weekly,Mexico,10,10,10,1,4,45-54,Male,3,1,10,10,10,10,1,8,ayudar al pobre con educacion,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
9,9,16 years or more,0,Weekly,Mexico,9,10,3,2,1,45-54,Male,2,3,3,2,9,9,7,8,el papa insta a instaurar la iglesia romana,"El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
6,6,16 years or more,1,Monthly,Mexico,7,9,6,7,3,35-44,Male,1,4,4,6,7,3,5,6,"Los derechos humanas en africa, el derecho a la religión ","La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
6,3,16 years or more,1,Weekly,Mexico,5,7,3,6,2,55-75,Female,4,1,9,10,9,7,6,10,Dale compación a los migrantes no culpes,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
4,4,0 to 5 years,1,Monthly,Mexico,6,6,6,7,3,18-24,Male,1,4,6,4,7,5,8,8,Que el papa deberia de ayudar mas a la gente en vez de que la gente los ayude a ellos,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
7,2,16 years or more,0,Never/yearly,Mexico,3,2,3,8,3,35-44,Female,1,4,1,1,10,5,5,9,Los niños deben tener infancia,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
7,6,11 to 15 years,0,Weekly,Mexico,8,7,7,8,1,18-24,Male,2,4,4,6,8,3,2,9,El papa erradicar la pobreza,"El Papa dice que la economía debe luchar contra la 'cultura desechable'.
                     'Generar nuevos modelos de progreso económico', el Papa inste a los líderes empresariales. 
                     'La economía de exclusión, la desigualdad provocó el crecimiento de la pobreza', dice el Papa"
8,8,16 years or more,0,Never/yearly,Mexico,5,6,7,9,1,55-75,Female,2,4,7,8,9,6,5,9,debe de haber paz y unidad,"El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
6,7,16 years or more,1,Monthly,Mexico,7,8,7,6,2,25-34,Female,1,4,4,9,9,8,4,9,Para el nuevo papa es muy importante que la gente sea libre de escoger su religión y que se le dé importancia a los derechos humanos y la gente,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
5,5,16 years or more,0,Monthly,Mexico,4,5,3,5,4,35-44,Female,1,3,2,9,8,10,5,10,Creo q en todo momento se deben respetar los derechos humanos sin distincion alguna ,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
8,7,16 years or more,0,Weekly,Mexico,10,8,10,3,3,25-34,Female,1,2,10,3,8,8,3,10,"El papa trata de crear conciencia en la sociedad, interviene pues su deber es promover la paz y amor al prójimo.","El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
9,4,16 years or more,0,Monthly,Mexico,8,7,10,9,1,45-54,Female,2,4,5,7,9,4,2,9,ayudar a los necesitados y educar y amar a los niños,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
10,10,16 years or more,0,Weekly,Mexico,10,10,10,10,2,45-54,Female,1,4,7,9,10,7,4,10,"El papa pide que finalice el terrorismo,que se detenga la violencia en Colombia y que de paz finalizando la guerra","El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
5,7,16 years or more,1,Monthly,Mexico,3,7,10,10,4,35-44,Male,1,3,1,1,5,1,1,7,el papa busca paz en el pais,"El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
3,2,16 years or more,1,Never/yearly,Mexico,1,2,8,7,4,45-54,Female,3,1,9,7,7,1,5,8,Pide alto a la violencia,"El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
10,10,16 years or more,1,Weekly,Mexico,8,10,10,10,4,55-75,Female,1,3,10,10,10,9,9,10,La paz es lo más importante,"El Papa pide fin a la 'locura homicida' del terrorismo.
                      El Papa se reúne con los líderes colombianos a raíz del acuerdo de paz. 
                      Unámonos contra la guerra y la violencia, el Papa inste a la sinagoga romana"
1,7,16 years or more,0,Monthly,Mexico,8,7,10,3,1,35-44,Female,3,4,1,5,10,2,5,7,Niños preparados y felices harán un mejor futuro. ,"'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
6,2,16 years or more,0,Monthly,Mexico,1,3,10,1,1,25-34,Male,3,2,1,1,10,10,7,10,"A favor de los derechos de los niños, todos somos humanos no olvidarnos de algunos, los inmigrantes no tienen la culpa ","'La educación y el juego son clave para la infancia', le dice El Papa a Cuba, a la juventud de los Estados Unidos.
                            La Santa Sede respalda los objetivos de salud global, dice 'no dejen a nadie atrás'.
                            El Papa pide: dales compasión a los inmigrantes, no culpes"
9,8,16 years or more,1,Weekly,Mexico,10,9,10,10,3,45-54,Male,2,4,1,5,10,10,1,10,La libertad religiosa es indispensable en el buen desarrollo del ser humano,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
8,6,16 years or more,1,Monthly,Mexico,8,8,8,8,3,35-44,Female,2,4,8,9,8,4,7,9,Creo que todos somos libres de tener la religión que escogimos siempre y cuando no afectemos a los demás respetemos los derechos humanos,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
5,3,16 years or more,0,Weekly,Mexico,3,6,9,10,2,25-34,Male,4,3,2,10,10,9,1,10,Es necesario otro modelo de economía que priviligie a los más excluídos,"El Papa dice que la economía debe luchar contra la 'cultura desechable'.
                     'Generar nuevos modelos de progreso económico', el Papa inste a los líderes empresariales. 
                     'La economía de exclusión, la desigualdad provocó el crecimiento de la pobreza', dice el Papa"
8,6,16 years or more,1,Weekly,Mexico,7,8,9,9,2,45-54,Female,1,4,6,10,8,4,6,10,El papa está a favor de promover los derechos humanos y está.muy comprometido con África en ese sentido. Lo cual manifiesta que es un regalo de.dios y,"La diplomacia del Vaticano se concentra en los derechos humanos en África.
                         Para El Papa, es imperativo: la libertad religiosa es un regalo de Dios. Defenderlo.
                         El Papa dice que la promoción de los recursos humanos es fundamental para el compromiso de la Unión Europea"
